"roost_site","latitude_s","longitude_e","researchers_present","collection_date","net_night","bat_species","sampleid"
"Ankarana_Canyon","-12.9435","49.0555","CB, CR, Ama, Maddie","3/31/2015","3","Rousettus madagascariensis","ROU91"
"Ankarana_Canyon","-12.9435","49.0555","CB, CR, Ama, Maddie","3/31/2015","3","Rousettus madagascariensis","ROU92"
"Ankarana_Canyon","-12.9435","49.0555","CB, CR, Ama, Maddie","3/31/2015","3","Rousettus madagascariensis","ROU93"
"Ankarana_Canyon","-12.9435","49.0555","CB, CR, Ama, Maddie","4/2/2015","4","Eidolon dupreanum","ANDH1"
"Ankarana_Canyon","-12.9435","49.0555","CB, CR, Ama, Maddie","4/2/2015","4","Eidolon dupreanum","ANDH2"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ64"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ65"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ66"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ67"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ68"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ69"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ70"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ71"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ73"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ74"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ75"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ76"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ77"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ78"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ79"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/25/2015","1","Rousettus madagascariensis","MIZ80"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ81"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ82"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ83"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ84"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ85"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ86"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ87"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ88"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ89"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ90"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ91"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ92"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ93"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ94"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido","4/26/2015","2","Rousettus madagascariensis","MIZ95"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB81"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB55"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB56"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB74"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB79"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB78"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB77"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB73"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB70"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB80"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB61"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB64"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB57"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB76"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB63"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB59"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB71"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB62"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB69"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB65"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB58"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB68"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB67"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB72"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB60"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB66"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB75"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB82"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB83"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","4/27/2015","1","Eidolon dupreanum","ANGB84"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL106"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL111"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL118"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL101"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL115"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL104"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL110"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL109"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL99"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL107"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL105"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL102"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL113"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL98"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL100"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL117"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL103"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL108"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL112"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL116"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL114"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","4/28/2015","1","Eidolon dupreanum","KEL119"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido","5/10/2015","1","Pteropus rufus","AMB78"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido","5/11/2015","2","Pteropus rufus","AMB79"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido","5/11/2015","2","Pteropus rufus","AMB80"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido","5/12/2015","3","Pteropus rufus","AMB81"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido","5/12/2015","3","Pteropus rufus","AMB82"
"Marovitsika","-18.8403","48.0554","CB, CR, AR, Bido","5/15/2015","1","Pteropus rufus","MARO77"
"Marovitsika","-18.8403","48.0554","CB, CR, AR, Bido","5/16/2015","2","Pteropus rufus","MARO78"
"Marovitsika","-18.8403","48.0554","CB, CR, AR, Bido","5/17/2015","3","Pteropus rufus","MARO79"
"Marovitsika","-18.8403","48.0554","CB, CR, AR, Bido","5/17/2015","3","Pteropus rufus","MARO80"
"Marovitsika","-18.8403","48.0554","CR, AR, Bido","5/18/2015","4","Pteropus rufus","MARO81"
"Marovitsika","-18.8403","48.0554","CR, AR, Bido","5/19/2015","5","Pteropus rufus","MARO82"
"Maromizaha","-18.9623","48.4525","CB, CR, AR","6/21/2015","1","Rousettus madagascariensis","MIZ96"
"Maromizaha","-18.9623","48.4525","CB, CR, AR","6/21/2015","1","Rousettus madagascariensis","MIZ97"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB90"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB89"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB93"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB88"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB86"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB94"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB91"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB92"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB87"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/22/2015","1","Eidolon dupreanum","ANGB85"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB96"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB102"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB101"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB106"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB103"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB95"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB97"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB98"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB100"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB99"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB104"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB107"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB108"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB105"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB110(duplicatedsampleID)"
"AngavoBe","-18.944","47.9491","CB, CR, AR","6/23/2015","1","Eidolon dupreanum","ANGB109"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL121"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL122"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL120"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL123"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL124"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL125"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL126"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL128"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL127"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL131"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL130"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL129"
"AngavoKely","-18.9327","47.7578","CB, CR, AR","6/24/2015","1","Eidolon dupreanum","KEL132"
"Makira","-15.1054","49.5864","CB, CR, AR","7/8/2015","1","Pteropus rufus","MAK4"
"Makira","-15.1054","49.5864","CB, CR, AR","7/9/2015","2","Pteropus rufus","MAK5"
"Makira","-15.1054","49.5864","CB, CR, AR","7/10/2015","3","Pteropus rufus","MAK6"
"Makira","-15.1054","49.5864","CB, CR, AR","7/10/2015","3","Pteropus rufus","MAK7"
"Makira","-15.1054","49.5864","CB, CR, AR","7/10/2015","3","Pteropus rufus","MAK8"
"Makira","-15.1054","49.5864","CB, CR, AR","7/11/2015","4","Pteropus rufus","MAK9"
"Makira","-15.1054","49.5864","CB, CR, AR","7/11/2015","4","Pteropus rufus","MAK10"
"Makira","-15.1054","49.5864","CR, AR","7/12/2015","5","Pteropus rufus","MAK11"
"Makira","-15.1054","49.5864","CR, AR","7/12/2015","5","Pteropus rufus","MAK12"
"Makira","-15.1054","49.5864","CR, AR","7/14/2015","7","Pteropus rufus","MAK13"
"Makira","-15.1054","49.5864","CR, AR","7/15/2015","8","Pteropus rufus","MAK14"
"Makira","-15.1054","49.5864","CR, AR","7/16/2015","9","Pteropus rufus","MAK15"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB110(duplicatedsampleID)"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB111"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB113"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB112"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB115"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB114"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB117"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB119"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB116"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB121"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB118"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB120"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB122"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB123"
"AngavoBe","-18.944","47.9491","CB, CR, AR, Bido","1/8/2016","1","Eidolon dupreanum","ANGB124"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL135"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL133"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL134"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL136"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL137"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL138"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL139"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL140"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL141"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL142"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL143"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL144"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL145"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL146"
"AngavoKely","-18.9327","47.7578","CB, CR, AR, Bido","1/10/2016","1","Eidolon dupreanum","KEL147"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/14/2016","1","Pteropus rufus","AMB83"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/15/2016","2","Pteropus rufus","AMB84"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/15/2016","2","Pteropus rufus","AMB85"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/15/2016","2","Pteropus rufus","AMB86"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/15/2016","2","Pteropus rufus","AMB87"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/15/2016","2","Pteropus rufus","AMB88"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/16/2016","3","Pteropus rufus","AMB90"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/16/2016","3","Pteropus rufus","AMB89"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB91"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB92"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB93"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB96"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB94"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB95"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/17/2016","4","Pteropus rufus","AMB97"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB103"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB99"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB105"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB100"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB101"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB102"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB104"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy","1/18/2016","5","Pteropus rufus","AMB98"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/19/2016","6","Pteropus rufus","AMB106"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/19/2016","6","Pteropus rufus","AMB107"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/19/2016","6","Pteropus rufus","AMB108"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/19/2016","6","Pteropus rufus","AMB109"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB110"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB111"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB112"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB113"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB114"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/20/2016","7","Pteropus rufus","AMB115"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB116"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB117"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB118"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB119"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB120"
"Ambakoana","-18.513","48.1665","CB, CR, AR, Bido, Rabetsy, Mal","1/21/2016","8","Pteropus rufus","AMB121"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ100"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ101"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ102"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ103"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ103B"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ104"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ105"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ106"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ107"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ108"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ109"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ110"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ111"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ112"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ113"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ114"
"Maromizaha","-18.9623","48.4525","CB, CR, AR, Bido, Mal","1/22/2016","1","Rousettus madagascariensis","MIZ115"
